,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,category,participant,set,labelBenchPress,labelDeadlift,labelOHP,labelRow,labelSquat,labelRest,pca_1,pca_2,pca_3,acc_r,gyr_r,acc_x_temp_mean_ws_4,acc_y_temp_mean_ws_4,acc_z_temp_mean_ws_4,gyr_x_temp_mean_ws_4,gyr_y_temp_mean_ws_4,gyr_z_temp_mean_ws_4,acc_r_temp_mean_ws_4,gyr_r_temp_mean_ws_4,acc_x_temp_std_ws_4,acc_y_temp_std_ws_4,acc_z_temp_std_ws_4,gyr_x_temp_std_ws_4,gyr_y_temp_std_ws_4,gyr_z_temp_std_ws_4,acc_r_temp_std_ws_4,gyr_r_temp_std_ws_4,acc_r_max_freq,acc_r_freq_weighted,acc_r_pse,acc_r_freq_0.0_Hz_ws_4,acc_r_freq_0.25_Hz_ws_4,acc_r_freq_0.5_Hz_ws_4,gyr_r_max_freq,gyr_r_freq_weighted,gyr_r_pse,gyr_r_freq_0.0_Hz_ws_4,gyr_r_freq_0.25_Hz_ws_4,gyr_r_freq_0.5_Hz_ws_4,cluster
2019-01-11 16:08:05.200,0.0134728448416,0.977141482752,-0.0709940965662,-1.89054648113,2.44144321091,0.938800174771,heavy,B,30,1,0,0,0,0,0,-0.313801808389,-0.0769966135596,0.0728078617627,0.979809755315,3.2274071199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2019-01-11 16:08:05.600,-0.00832453638631,0.96217420813,-0.0728238926646,4.57399170025,-1.90066023803,-1.27046433256,heavy,B,30,1,0,0,0,0,0,-0.310538358939,-0.082407938377,0.0630280443782,0.96496208425,5.11351044144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2019-01-11 16:08:06.000,-0.0224954158685,0.968995160704,-0.0952097977366,0.354874528119,-1.55275975493,-1.70277613501,heavy,B,30,1,0,0,0,0,0,-0.314600155192,-0.0975750536547,0.0616538750695,0.973921234386,2.33161861229,-0.00658694516046,0.968678171478,-0.0780208697694,1.50559873837,-0.804649184763,-0.528106816778,0.972046396142,3.83460041095,0.0180144485419,0.00869677143833,0.0131520837266,2.5410608203,2.42249054838,1.79376071723,0.00808956188718,1.07438751033,0.0,0.000748005085539,0.000302594246955,4.86023198071,0.0242168125904,-0.00480841465754,0.0,-0.00919044416797,0.0933615281542,19.1730020548,-2.38693659603,0.868953368384,2
2019-01-11 16:08:06.400,-0.0657271485662,0.852149768061,-0.170292148472,20.0452738282,8.39279822323,-24.1904381292,heavy,B,30,1,0,0,0,0,0,-0.28019397848,-0.152651849359,0.0544575163283,0.871480751994,32.518138965,-0.0286371933644,0.93613538985,-0.108331394648,7.14300786722,1.14324571569,-7.95046499181,0.943876919743,12.4298823314,0.0217559110888,0.0482080204022,0.037873455517,8.08244180606,5.11617629609,10.9920319117,0.0416382282341,12.7915110406,0.0,0.00668790334528,0.00260118177395,4.71938459872,-0.0222354850707,0.0749483963373,0.0,-0.209386329478,0.281107721393,62.1494116571,0.151606743099,-18.442536468,2
2019-01-11 16:08:06.800,-0.222927268691,0.915610851415,-0.216930601254,-10.0623243042,-5.47088216684,2.93714694717,heavy,B,30,1,0,0,0,0,0,-0.316232205079,-0.204032268881,-0.00553718303349,0.967005007286,11.8240329108,-0.0973318776187,0.897329407031,-0.164683607702,6.57448579787,1.98793378454,-10.8009485888,0.922895095154,17.2058697573,0.0886969356765,0.064879645962,0.0585838659075,11.6886367669,5.47443922904,11.1588307964,0.0555175700892,11.2185591664,0.0,0.00457790020377,0.0109396442296,4.61447547577,0.168296337543,-0.0407309894639,0.0,-0.215942785081,0.391463314654,86.0293487867,-32.1814592049,-5.0041686577,2
2019-01-11 16:08:07.200,-0.182305717262,1.17025751259,-0.0916280307131,-2.13799156391,-3.72918312123,0.635974808211,heavy,B,30,1,0,0,0,0,0,-0.396096160811,-0.11566514687,-0.00148506139232,1.18791149348,4.34537439534,-0.169337255092,0.968705485968,-0.169713818399,0.035697504298,-1.28629048243,-5.0581258649,1.00163397158,19.178492387,0.0645888091945,0.156562946107,0.0550115110805,16.5753044028,7.33929492335,14.9048180748,0.149856352086,11.1822146081,0.0,-0.0245576743084,0.016847630854,5.00816985791,-0.190772684701,-0.134610364269,0.0,0.109430742873,0.269826605802,95.8924619352,10.1262251608,23.222891284,2
2019-01-11 16:08:07.600,-0.216286563581,0.971046066393,-0.200254238737,18.3831926513,3.84171647231,-6.44634508548,heavy,B,30,1,0,0,0,0,0,-0.333816524201,-0.191598180651,-0.00145354702596,1.01479658098,19.8558787886,-0.204098068465,1.04820625447,-0.155496718964,1.48986687736,-2.14062362427,-0.72748877744,1.08132527507,17.4855918661,0.0221659222273,0.102829953509,0.0523060707262,18.2673546767,6.07191333029,9.42271846267,0.0890804028961,9.29158834032,0.0,-0.0166413829075,0.0143395507847,5.40662637537,-0.230730853446,-0.0550698160253,0.0,-0.102091036282,0.142867397224,87.4279593306,1.61470488857,-15.7686022769,2
2019-01-11 16:08:08.000,-0.169770380974,0.890838855494,-0.170696987867,-26.5741155791,-10.2336324958,25.8685238573,heavy,B,30,1,0,0,0,0,0,-0.302469287239,-0.168756095821,0.0055967012307,0.922796462055,38.4719557525,-0.195178211623,1.0071576009,-0.162307543151,0.549544669992,-2.0461407746,4.33851355087,1.04106458754,21.1594161577,0.0262565052329,0.1190652368,0.0542867136432,20.014456199,6.13527777607,15.7129336826,0.107468693396,12.4340057557,0.0,0.0234740281168,0.019339936696,5.2053229377,0.211004057707,0.156113207134,0.0,-0.306084978306,0.35238739887,105.797080789,-6.00387618053,-36.0312282254,2
2019-01-11 16:08:08.400,-0.0272967435431,0.872748913132,-0.0570198192757,-3.75386106179,-1.89510827496,2.70526697526,heavy,B,30,1,0,0,0,0,0,-0.281510993931,-0.0791496366635,0.0458577192028,0.875035449208,5.00013776335,-0.144026237991,0.902421994673,-0.149936269731,-8.03907768478,-4.10820458216,10.8501891649,0.930747178174,21.6465604512,0.0885378528194,0.0431182263262,0.0705567076484,17.2566076307,5.46813686408,12.7561230838,0.0616511806028,12.3988358077,0.0,0.0147679035801,0.00913949382632,4.65373589087,0.132930987585,0.0771925194376,0.0,0.0424042963526,0.370501317176,108.232802256,-26.5522256418,22.0755214853,2
2019-01-11 16:08:08.800,-0.0610665381036,0.993260259336,-0.0359294398104,3.20118626802,-1.3033751443,-2.23707377439,heavy,B,30,1,0,0,0,0,0,-0.32460867032,-0.0686120355845,0.0325163591587,0.995784107875,4.11714456406,-0.0745102840299,0.911994794315,-0.0810669254418,-8.66847034064,-4.1325504619,7.94554185862,0.921481709767,16.0997296676,0.0567151080054,0.0543226674774,0.0553583140322,13.6406425209,4.64681657743,13.2150023592,0.0514207051873,15.8897666541,0.0,-0.00126180830668,0.000840661984578,4.60740854884,0.0298450166069,-0.0265581358886,0.0,0.132085446014,0.619038535563,80.4986483379,39.7798763403,16.1506888721,2
